,description_id,listing_id,tag
10152,54394,3445,Excel
10153,54413,3446,Testing
10154,54421,3446,Excel
10155,54429,3447,SQL
10156,54430,3447,ETL
10157,54431,3447,Java
10158,54431,3447,Javascript
10159,54431,3447,Python
10160,54431,3447,Shell
10161,54433,3447,Testing
10162,54434,3447,Java
10163,54434,3447,Javascript
10164,54434,3447,Python
10165,54434,3447,Shell
10166,54435,3447,SQL
10167,54437,3449,Excel
10168,54442,3449,Excel
10169,54449,3450,Java
10170,54451,3450,ETL
10171,54452,3450,SQL
10172,54454,3450,Testing
10173,54457,3450,ETL
10174,54457,3450,SQL
10175,54472,3451,C++
10176,54475,3451,Linux
10177,54501,3453,Azure
10178,54516,3454,Testing
10179,54523,3454,Testing
10180,54575,3456,OOP
10181,54615,3458,C#
10182,54615,3458,C++
10183,54615,3458,Java
10184,54617,3458,Excel
10185,54630,3461,Excel
10186,54648,3463,Scala
10187,54649,3463,Testing
10188,54657,3463,Java
10189,54660,3463,Testing
10190,54678,3464,Python
10191,54680,3464,Python
10192,54686,3465,AWS
10193,54689,3465,Java
10194,54709,3468,Git
10195,54711,3468,SQL
10196,54740,3470,Java
10197,54740,3470,Javascript
10198,54743,3470,D3
10199,54746,3470,Testing
10200,54748,3470,Java
10201,54748,3470,Javascript
10202,54753,3471,Excel
10203,54772,3473,Testing
10204,54780,3473,Excel
10205,54798,3474,Excel
10206,54803,3476,Excel
10207,54808,3477,SQL
10208,54809,3477,ETL
10209,54810,3477,Java
10210,54810,3477,Javascript
10211,54810,3477,Python
10212,54810,3477,Shell
10213,54812,3477,Testing
10214,54813,3477,Java
10215,54813,3477,Javascript
10216,54813,3477,Python
10217,54813,3477,Shell
10218,54814,3477,SQL
10219,54823,3478,OOP
10220,54825,3479,Java
10221,54826,3479,AWS
10222,54826,3479,Azure
10223,54850,3480,Testing
10224,54856,3480,Testing
10225,54901,3484,C#
10226,54901,3484,C++
10227,54901,3484,Java
10228,54903,3484,Excel
10229,54933,3486,OOP
10230,54958,3487,Excel
10231,54970,3488,AWS
10232,54973,3488,Java
10233,54978,3492,Excel
10234,54982,3493,Linux
10235,54986,3493,Python
10236,54989,3493,Git
10237,54992,3493,Linux
10238,54993,3493,Testing
10239,54998,3493,Excel
10240,55018,3494,Testing
10241,55022,3494,Testing
10242,55029,3495,Scala
10243,55032,3495,Git
10244,55032,3495,Linux
10245,55032,3495,Python
10246,55032,3495,Shell
10247,55056,3496,Python
10248,55060,3496,Linux
